id,shield name,upgrade,attack power,stat scaling,passive effects,damage reduction (%)
7824,Smoldering Shield,Standard +24 ,"{'Phy': '138 ', 'Mag': '- ', 'Fir': '88 ', 'Lit': '- ', 'Hol': '- ', 'Sta': '115 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': 'C ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '79 ', 'Mag': '38 ', 'Fir': '56 ', 'Lit': '14 ', 'Hol': '38 ', 'Bst': '53.71 ', 'Rst': '22 '}"
7825,Smoldering Shield,Standard +25 ,"{'Phy': '142 ', 'Mag': '- ', 'Fir': '90 ', 'Lit': '- ', 'Hol': '- ', 'Sta': '118 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': 'C ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '79 ', 'Mag': '38 ', 'Fir': '56 ', 'Lit': '14 ', 'Hol': '38 ', 'Bst': '54.12 ', 'Rst': '22 '}"
7826,Coil Shield,Standard ,"{'Phy': '92 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '61 '}","{'Str': 'E ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '29 ', 'Rst': '19 '}"
7827,Coil Shield,Standard +1 ,"{'Phy': '102 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '65 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '29.58 ', 'Rst': '19 '}"
7828,Coil Shield,Standard +2 ,"{'Phy': '113 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '69 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '30.16 ', 'Rst': '19 '}"
7829,Coil Shield,Standard +3 ,"{'Phy': '123 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '73 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '30.74 ', 'Rst': '19 '}"
7830,Coil Shield,Standard +4 ,"{'Phy': '133 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '77 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '31.03 ', 'Rst': '19 '}"
7831,Coil Shield,Standard +5 ,"{'Phy': '144 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '81 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '31.61 ', 'Rst': '19 '}"
7832,Coil Shield,Standard +6 ,"{'Phy': '154 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '85 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '32.19 ', 'Rst': '19 '}"
7833,Coil Shield,Standard +7 ,"{'Phy': '165 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '89 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '32.48 ', 'Rst': '19 '}"
7834,Coil Shield,Standard +8 ,"{'Phy': '175 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '93 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '32.77 ', 'Rst': '19 '}"
7835,Coil Shield,Standard +9 ,"{'Phy': '185 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '97 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '33.06 ', 'Rst': '19 '}"
7836,Coil Shield,Standard +10 ,"{'Phy': '196 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '102 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(72) Poison'},"{'Phy': '65 ', 'Mag': '38 ', 'Fir': '29 ', 'Lit': '35 ', 'Hol': '36 ', 'Bst': '33.35 ', 'Rst': '19 '}"
7837,Smithscript Shield,Standard ,"{'Phy': '72 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '56 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '37 ', 'Rst': '15 '}"
7838,Smithscript Shield,Standard +1 ,"{'Phy': '76 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '58 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '37.74 ', 'Rst': '15 '}"
7839,Smithscript Shield,Standard +2 ,"{'Phy': '80 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '60 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '38.48 ', 'Rst': '15 '}"
7840,Smithscript Shield,Standard +3 ,"{'Phy': '84 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '62 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '39.22 ', 'Rst': '15 '}"
7841,Smithscript Shield,Standard +4 ,"{'Phy': '88 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '64 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '39.96 ', 'Rst': '15 '}"
7842,Smithscript Shield,Standard +5 ,"{'Phy': '92 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '67 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '40.7 ', 'Rst': '15 '}"
7843,Smithscript Shield,Standard +6 ,"{'Phy': '97 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '69 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '41.44 ', 'Rst': '15 '}"
7844,Smithscript Shield,Standard +7 ,"{'Phy': '101 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '71 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '42.18 ', 'Rst': '15 '}"
7845,Smithscript Shield,Standard +8 ,"{'Phy': '105 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '73 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '42.55 ', 'Rst': '15 '}"
7846,Smithscript Shield,Standard +9 ,"{'Phy': '109 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '76 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '42.92 ', 'Rst': '15 '}"
7847,Smithscript Shield,Standard +10 ,"{'Phy': '113 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '78 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '43.29 ', 'Rst': '15 '}"
7848,Smithscript Shield,Standard +11 ,"{'Phy': '117 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '80 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '43.66 ', 'Rst': '15 '}"
7849,Smithscript Shield,Standard +12 ,"{'Phy': '122 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '82 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '44.03 ', 'Rst': '15 '}"
7850,Smithscript Shield,Standard +13 ,"{'Phy': '126 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '85 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '44.4 ', 'Rst': '15 '}"
7851,Smithscript Shield,Standard +14 ,"{'Phy': '130 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '87 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '44.77 ', 'Rst': '15 '}"
7852,Smithscript Shield,Standard +15 ,"{'Phy': '134 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '89 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '45.14 ', 'Rst': '15 '}"
7853,Smithscript Shield,Standard +16 ,"{'Phy': '138 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '91 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '45.51 ', 'Rst': '15 '}"
7854,Smithscript Shield,Standard +17 ,"{'Phy': '142 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '94 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '45.88 ', 'Rst': '15 '}"
7855,Smithscript Shield,Standard +18 ,"{'Phy': '147 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '96 '}","{'Str': 'D ', 'Dex': 'E ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '46.25 ', 'Rst': '15 '}"
7856,Smithscript Shield,Standard +19 ,"{'Phy': '151 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '98 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '46.62 ', 'Rst': '15 '}"
7857,Smithscript Shield,Standard +20 ,"{'Phy': '155 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '100 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '46.99 ', 'Rst': '15 '}"
7858,Smithscript Shield,Standard +21 ,"{'Phy': '159 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '103 '}","{'Str': 'C ', 'Dex': 'D ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '47.36 ', 'Rst': '15 '}"
7859,Smithscript Shield,Standard +22 ,"{'Phy': '163 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '105 '}","{'Str': 'C ', 'Dex': 'D ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '47.73 ', 'Rst': '15 '}"
7860,Smithscript Shield,Standard +23 ,"{'Phy': '168 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '107 '}","{'Str': 'C ', 'Dex': 'D ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '48.1 ', 'Rst': '15 '}"
7861,Smithscript Shield,Standard +24 ,"{'Phy': '172 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '109 '}","{'Str': 'C ', 'Dex': 'D ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '48.47 ', 'Rst': '15 '}"
7862,Smithscript Shield,Standard +25 ,"{'Phy': '176 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '112 '}","{'Str': 'C ', 'Dex': 'D ', 'Int': 'E ', 'Fai': 'E ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '74 ', 'Mag': '38 ', 'Fir': '38 ', 'Lit': '38 ', 'Hol': '38 ', 'Bst': '37 ', 'Rst': '15 '}"
7863,Shield of Night,Standard ,"{'Phy': '65 ', 'Mag': '42 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '54 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '34 ', 'Rst': '20 '}"
7864,Shield of Night,Standard +1 ,"{'Phy': '68 ', 'Mag': '44 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '56 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '34.68 ', 'Rst': '20 '}"
7865,Shield of Night,Standard +2 ,"{'Phy': '72 ', 'Mag': '46 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '58 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '35.36 ', 'Rst': '20 '}"
7866,Shield of Night,Standard +3 ,"{'Phy': '76 ', 'Mag': '49 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '60 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '36.04 ', 'Rst': '20 '}"
7867,Shield of Night,Standard +4 ,"{'Phy': '80 ', 'Mag': '51 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '62 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '36.72 ', 'Rst': '20 '}"
7868,Shield of Night,Standard +5 ,"{'Phy': '83 ', 'Mag': '54 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '64 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '37.4 ', 'Rst': '20 '}"
7869,Shield of Night,Standard +6 ,"{'Phy': '87 ', 'Mag': '56 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '66 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '38.08 ', 'Rst': '20 '}"
7870,Shield of Night,Standard +7 ,"{'Phy': '91 ', 'Mag': '59 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '69 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '38.76 ', 'Rst': '20 '}"
7871,Shield of Night,Standard +8 ,"{'Phy': '95 ', 'Mag': '61 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '71 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '39.1 ', 'Rst': '20 '}"
7872,Shield of Night,Standard +9 ,"{'Phy': '98 ', 'Mag': '63 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '73 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '39.44 ', 'Rst': '20 '}"
7873,Shield of Night,Standard +10 ,"{'Phy': '102 ', 'Mag': '66 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '75 '}","{'Str': '- ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '55 ', 'Mag': '70 ', 'Fir': '45 ', 'Lit': '45 ', 'Hol': '45 ', 'Bst': '39.78 ', 'Rst': '20 '}"
7874,Hawk Crest Wooden Shield,Standard ,"{'Phy': '76 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '61 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '45 ', 'Rst': '23 '}"
7875,Hawk Crest Wooden Shield,Standard +1 ,"{'Phy': '80 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '63 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '45 ', 'Rst': '23 '}"
7876,Hawk Crest Wooden Shield,Standard +2 ,"{'Phy': '84 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '65 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '45.45 ', 'Rst': '23 '}"
7877,Hawk Crest Wooden Shield,Standard +3 ,"{'Phy': '89 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '68 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '45.9 ', 'Rst': '23 '}"
7878,Hawk Crest Wooden Shield,Standard +4 ,"{'Phy': '93 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '70 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '46.35 ', 'Rst': '23 '}"
7879,Hawk Crest Wooden Shield,Standard +5 ,"{'Phy': '98 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '73 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '46.8 ', 'Rst': '23 '}"
7880,Hawk Crest Wooden Shield,Standard +6 ,"{'Phy': '102 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '75 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '47.25 ', 'Rst': '23 '}"
7881,Hawk Crest Wooden Shield,Standard +7 ,"{'Phy': '106 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '78 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '47.7 ', 'Rst': '23 '}"
7882,Hawk Crest Wooden Shield,Standard +8 ,"{'Phy': '111 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '80 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '48.15 ', 'Rst': '23 '}"
7883,Hawk Crest Wooden Shield,Standard +9 ,"{'Phy': '115 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '82 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '48.6 ', 'Rst': '23 '}"
7884,Hawk Crest Wooden Shield,Standard +10 ,"{'Phy': '120 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '85 '}","{'Str': 'D ', 'Dex': '- ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '90 ', 'Mag': '44 ', 'Fir': '32 ', 'Lit': '44 ', 'Hol': '44 ', 'Bst': '49.05 ', 'Rst': '23 '}"
