id,weapon name,upgrade,attack power,stat scaling,passive effects,damage reduction (%)
16999,Antspur Rapier,Standard +14 ,"{'Phy': '177 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '48 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '23.94 ', 'Rst': '10 '}"
17000,Antspur Rapier,Standard +15 ,"{'Phy': '183 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '49 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.15 ', 'Rst': '10 '}"
17001,Antspur Rapier,Standard +16 ,"{'Phy': '188 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '50 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.36 ', 'Rst': '10 '}"
17002,Antspur Rapier,Standard +17 ,"{'Phy': '194 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '52 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.36 ', 'Rst': '10 '}"
17003,Antspur Rapier,Standard +18 ,"{'Phy': '200 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '53 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.57 ', 'Rst': '10 '}"
17004,Antspur Rapier,Standard +19 ,"{'Phy': '205 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '54 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.57 ', 'Rst': '10 '}"
17005,Antspur Rapier,Standard +20 ,"{'Phy': '211 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '55 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.78 ', 'Rst': '10 '}"
17006,Antspur Rapier,Standard +21 ,"{'Phy': '217 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '57 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.78 ', 'Rst': '10 '}"
17007,Antspur Rapier,Standard +22 ,"{'Phy': '223 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '58 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.78 ', 'Rst': '10 '}"
17008,Antspur Rapier,Standard +23 ,"{'Phy': '228 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '59 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.99 ', 'Rst': '10 '}"
17009,Antspur Rapier,Standard +24 ,"{'Phy': '234 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '60 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '24.99 ', 'Rst': '10 '}"
17010,Antspur Rapier,Standard +25 ,"{'Phy': '240 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '62 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(55) Scarlet Rot'},"{'Phy': '47 ', 'Mag': '31 ', 'Fir': '31 ', 'Lit': '31 ', 'Hol': '31 ', 'Bst': '25.2 ', 'Rst': '10 '}"
17323,Frozen Needle,Standard ,"{'Phy': '99 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '30 '}","{'Str': 'E ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '20 ', 'Rst': '10 '}"
17324,Frozen Needle,Standard +1 ,"{'Phy': '113 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '33 '}","{'Str': 'E ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '20.2 ', 'Rst': '10 '}"
17325,Frozen Needle,Standard +2 ,"{'Phy': '127 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '36 '}","{'Str': 'E ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '20.4 ', 'Rst': '10 '}"
17326,Frozen Needle,Standard +3 ,"{'Phy': '142 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '39 '}","{'Str': 'E ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '20.6 ', 'Rst': '10 '}"
17327,Frozen Needle,Standard +4 ,"{'Phy': '156 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '42 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '20.8 ', 'Rst': '10 '}"
17328,Frozen Needle,Standard +5 ,"{'Phy': '170 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '45 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '21 ', 'Rst': '10 '}"
17329,Frozen Needle,Standard +6 ,"{'Phy': '185 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '48 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '21.2 ', 'Rst': '10 '}"
17330,Frozen Needle,Standard +7 ,"{'Phy': '199 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '51 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '21.4 ', 'Rst': '10 '}"
17331,Frozen Needle,Standard +8 ,"{'Phy': '213 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '54 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '21.6 ', 'Rst': '10 '}"
17332,Frozen Needle,Standard +9 ,"{'Phy': '228 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '57 '}","{'Str': 'D ', 'Dex': 'C ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '21.8 ', 'Rst': '10 '}"
17333,Frozen Needle,Standard +10 ,"{'Phy': '242 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '60 '}","{'Str': 'D ', 'Dex': 'B ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '(60) Frostbite '},"{'Phy': '40 ', 'Mag': '40 ', 'Fir': '28 ', 'Lit': '28 ', 'Hol': '28 ', 'Bst': '22 ', 'Rst': '10 '}"
17334,Carian Sorcery Sword,Standard ,"{'Phy': '69 ', 'Sor Scaling*': '114 - 144 ', 'Mag': '69 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '29 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'D ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '19 '}"
17335,Carian Sorcery Sword,Standard +1 ,"{'Phy': '73 ', 'Sor Scaling*': '116 - 150 ', 'Mag': '73 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '30 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'D ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '19.19 '}"
17336,Carian Sorcery Sword,Standard +2 ,"{'Phy': '77 ', 'Sor Scaling*': '118 - 155 ', 'Mag': '77 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '31 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'D ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '19.38 '}"
17337,Carian Sorcery Sword,Standard +3 ,"{'Phy': '81 ', 'Sor Scaling*': '120 - 160 ', 'Mag': '81 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '32 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'C ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '19.57 '}"
17338,Carian Sorcery Sword,Standard +4 ,"{'Phy': '85 ', 'Sor Scaling*': '121 - 166 ', 'Mag': '85 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '33 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'C ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '19.57 '}"
17339,Carian Sorcery Sword,Standard +5 ,"{'Phy': '89 ', 'Sor Scaling*': '123 - 171 ', 'Mag': '89 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '34 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'C ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '19.95 '}"
17340,Carian Sorcery Sword,Standard +6 ,"{'Phy': '93 ', 'Sor Scaling*': '125 - 176 ', 'Mag': '93 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '35 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'C ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '20.14 '}"
17341,Carian Sorcery Sword,Standard +7 ,"{'Phy': '97 ', 'Sor Scaling*': '127 - 182 ', 'Mag': '97 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '37 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'C ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '20.33 '}"
17342,Carian Sorcery Sword,Standard +8 ,"{'Phy': '102 ', 'Sor Scaling*': '129 - 187 ', 'Mag': '102 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '38 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'B ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '20.52 '}"
17343,Carian Sorcery Sword,Standard +9 ,"{'Phy': '106 ', 'Sor Scaling*': '130 - 192 ', 'Mag': '106 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '39 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'B ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '20.71 '}"
17344,Carian Sorcery Sword,Standard +10 ,"{'Phy': '110 ', 'Sor Scaling*': '132 - 198 ', 'Mag': '110 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '40 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'B ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '20.9 '}"
17345,Carian Sorcery Sword,Standard +11 ,"{'Phy': '112 ', 'Sor Scaling*': '134 - 203 ', 'Mag': '112 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '41 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'B ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '21.09 '}"
17346,Carian Sorcery Sword,Standard +12 ,"{'Phy': '113 ', 'Sor Scaling*': '136 - 208 ', 'Mag': '113 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '42 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'B ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '21.28 '}"
17347,Carian Sorcery Sword,Standard +13 ,"{'Phy': '115 ', 'Sor Scaling*': '138 - 214 ', 'Mag': '115 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '44 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'B ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '21.47 '}"
17348,Carian Sorcery Sword,Standard +14 ,"{'Phy': '117 ', 'Sor Scaling*': '139 - 219 ', 'Mag': '117 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '45 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'B ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '21.66 '}"
17349,Carian Sorcery Sword,Standard +15 ,"{'Phy': '119 ', 'Sor Scaling*': '141 - 225 ', 'Mag': '119 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '46 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'B ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '21.85 '}"
17350,Carian Sorcery Sword,Standard +16 ,"{'Phy': '120 ', 'Sor Scaling*': '143 - 230 ', 'Mag': '120 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '47 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'B ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.04 '}"
17351,Carian Sorcery Sword,Standard +17 ,"{'Phy': '122 ', 'Sor Scaling*': '145 - 235 ', 'Mag': '122 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '48 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'A ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.04 '}"
17352,Carian Sorcery Sword,Standard +18 ,"{'Phy': '1224 ', 'Sor Scaling*': '146 - 240 ', 'Mag': '124 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '49 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'A ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.23 '}"
17353,Carian Sorcery Sword,Standard +19 ,"{'Phy': '125 ', 'Sor Scaling*': '148 - 246 ', 'Mag': '125 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '51 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'A ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.23 '}"
17354,Carian Sorcery Sword,Standard +20 ,"{'Phy': '127 ', 'Sor Scaling*': '150 - 251 ', 'Mag': '127 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '52 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'A ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.42 '}"
17355,Carian Sorcery Sword,Standard +21 ,"{'Phy': '128 ', 'Sor Scaling*': '153 - 259 ', 'Mag': '128 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '53 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'A ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.42 '}"
17356,Carian Sorcery Sword,Standard +22 ,"{'Phy': '129 ', 'Sor Scaling*': '155 - 267 ', 'Mag': '129 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '54 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'S ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.42 '}"
17357,Carian Sorcery Sword,Standard +23 ,"{'Phy': '129 ', 'Sor Scaling*': '158 - 275 ', 'Mag': '129 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '55 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'S ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.61 '}"
17358,Carian Sorcery Sword,Standard +24 ,"{'Phy': '130 ', 'Sor Scaling*': '161- 283 ', 'Mag': '130 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '56 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'S ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.61 '}"
17359,Carian Sorcery Sword,Standard +25 ,"{'Phy': '131 ', 'Sor Scaling*': '163 - 292 ', 'Mag': '131 ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- '}","{'Sta': '58 ', 'Str': 'E ', 'Dex': 'D ', 'Int': 'S ', 'Fai': '- '}",{'Arc': '- '},"{'Any': '- ', 'Phy': '34 ', 'Mag': '48 ', 'Fir': '24 ', 'Lit': '24 ', 'Hol': '24 ', 'Bst': '22.8 '}"
17360,Great Épée,Standard ,"{'Phy': '124 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '47 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '31 ', 'Rst': '15 '}"
17361,Great Épée,Standard +1 ,"{'Phy': '131 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '48 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '31.31 ', 'Rst': '15 '}"
17362,Great Épée,Standard +2 ,"{'Phy': '138 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '50 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '31.62 ', 'Rst': '15 '}"
17363,Great Épée,Standard +3 ,"{'Phy': '145 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '52 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '31.93 ', 'Rst': '15 '}"
17364,Great Épée,Standard +4 ,"{'Phy': '152 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '54 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '32.24 ', 'Rst': '15 '}"
17365,Great Épée,Standard +5 ,"{'Phy': '159 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '56 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '32.55 ', 'Rst': '15 '}"
17366,Great Épée,Standard +6 ,"{'Phy': '167 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '58 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '32.86 ', 'Rst': '15 '}"
17367,Great Épée,Standard +7 ,"{'Phy': '174 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '60 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '33.17 ', 'Rst': '15 '}"
17368,Great Épée,Standard +8 ,"{'Phy': '181 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '62 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '33.48 ', 'Rst': '15 '}"
17369,Great Épée,Standard +9 ,"{'Phy': '188 ', 'Mag': '- ', 'Fir': '- ', 'Lit': '- ', 'Hol': '- ', 'Sta': '63 '}","{'Str': 'D ', 'Dex': 'D ', 'Int': '- ', 'Fai': '- ', 'Arc': '- '}",{'Any': '- '},"{'Phy': '52 ', 'Mag': '36 ', 'Fir': '36 ', 'Lit': '36 ', 'Hol': '36 ', 'Bst': '33.79 ', 'Rst': '15 '}"
